Date,Time,AirQuality,CO,Humidity,Temperature
2021-12-01,13:30:46.521123,88,51,62.00,30.20
2021-12-01,13:30:48.551730,89,48,62.00,30.20
2021-12-01,13:30:50.582445,86,52,62.00,30.20
2021-12-01,13:30:52.597179,89,48,62.00,30.20
2021-12-01,13:30:54.627710,88,49,62.00,30.20
2021-12-01,13:30:56.658048,85,52,62.00,30.20
2021-12-01,13:30:58.688437,89,48,62.00,30.20
2021-12-01,13:31:00.703023,89,48,62.00,30.20
2021-12-01,13:31:02.733640,85,53,62.00,30.20
2021-12-01,13:31:04.764341,88,51,62.00,30.20
2021-12-01,13:31:06.795036,84,53,62.00,30.20
2021-12-01,13:31:08.809915,89,48,62.00,30.20
2021-12-01,13:31:10.840501,85,53,62.00,30.20
2021-12-01,13:31:12.871249,85,53,62.00,30.20
2021-12-01,13:31:14.901868,86,53,62.00,30.30
2021-12-01,13:31:16.916570,84,53,62.00,30.20
2021-12-01,13:31:18.947252,89,51,62.00,30.20
2021-12-01,13:31:20.977862,89,52,62.00,30.30
2021-12-01,13:31:23.008553,89,53,62.00,30.30
2021-12-01,13:31:25.023316,87,48,62.00,30.30
2021-12-01,13:31:27.053983,88,53,62.00,30.30
2021-12-01,13:31:29.084587,89,52,62.00,30.30
2021-12-01,13:31:31.115179,84,53,62.00,30.30
2021-12-01,13:31:33.130064,84,53,62.00,30.30
2021-12-01,13:31:35.160743,88,53,62.00,30.30
2021-12-01,13:31:37.191318,84,53,62.00,30.30
2021-12-01,13:31:39.222000,89,51,62.00,30.30
2021-12-01,13:31:41.236814,89,53,62.00,30.30
2021-12-01,13:31:43.267384,88,49,62.00,30.30
2021-12-01,13:31:45.298019,85,50,62.00,30.30
2021-12-01,13:31:47.328725,85,53,62.00,30.30
2021-12-01,13:31:49.343351,85,50,62.00,30.20
2021-12-01,13:31:51.374000,85,53,62.00,30.30
2021-12-01,13:31:53.404505,84,50,62.00,30.20
2021-12-01,13:31:55.435108,88,48,62.00,30.20
2021-12-01,13:31:57.449714,87,48,62.00,30.20
2021-12-01,13:31:59.480297,84,52,62.00,30.20
2021-12-01,13:32:01.510977,88,53,62.00,30.20
2021-12-01,13:32:03.541547,88,48,62.00,30.20
2021-12-01,13:32:05.556313,85,54,62.00,30.20
2021-12-01,13:32:07.587010,85,53,62.00,30.20
2021-12-01,13:32:09.617643,88,54,62.00,30.20
2021-12-01,13:32:11.632406,86,48,62.00,30.20
2021-12-01,13:32:13.663058,86,49,62.00,30.20
2021-12-01,13:32:15.693704,86,54,62.00,30.20
2021-12-01,13:32:17.724285,87,50,62.00,30.20
2021-12-01,13:32:19.738994,86,53,62.00,30.20
2021-12-01,13:32:21.769601,89,53,62.00,30.20
2021-12-01,13:32:23.800116,87,48,62.00,30.30
2021-12-01,13:32:25.830746,87,49,62.00,30.20
2021-12-01,13:32:27.845645,85,50,62.00,30.20
2021-12-01,13:32:29.876265,88,50,62.00,30.20
2021-12-01,13:32:31.906939,89,53,62.00,30.20
2021-12-01,13:32:33.937597,86,51,62.00,30.20
2021-12-01,13:32:35.952229,88,49,62.00,30.20
2021-12-01,13:32:37.982952,84,54,62.00,30.20
2021-12-01,13:32:40.013517,89,52,62.00,30.20
2021-12-01,13:32:42.044134,85,53,62.00,30.20
2021-12-01,13:32:44.058946,87,53,62.00,30.20
2021-12-01,13:32:46.089570,86,53,62.00,30.20
2021-12-01,13:32:48.120043,87,49,62.00,30.20
2021-12-01,13:32:50.150725,85,51,62.00,30.20
2021-12-01,13:32:52.165423,89,48,62.00,30.20
2021-12-01,13:32:54.196026,85,53,62.00,30.20
2021-12-01,13:32:56.226647,89,48,62.00,30.20
2021-12-01,13:32:58.257296,85,53,62.00,30.20
2021-12-01,13:33:00.272268,88,49,62.00,30.20
2021-12-01,13:33:02.302879,88,52,62.00,30.20
2021-12-01,13:33:04.333497,88,52,62.00,30.20
2021-12-01,13:33:06.348300,88,48,62.00,30.20
2021-12-01,13:33:08.378944,85,52,62.00,30.20
2021-12-01,13:33:10.409686,85,53,62.00,30.20
2021-12-01,13:33:12.440354,88,51,62.00,30.20
2021-12-01,13:33:14.455108,87,48,62.00,30.20
2021-12-01,13:33:16.485710,87,50,62.00,30.20
2021-12-01,13:33:18.516234,86,50,62.00,30.20
2021-12-01,13:33:20.546957,89,50,62.00,30.20
2021-12-01,13:33:22.561712,89,49,62.00,30.20
2021-12-01,13:33:24.592314,89,50,62.00,30.20
2021-12-01,13:33:26.622956,84,52,62.00,30.20
2021-12-01,13:33:28.653580,89,50,62.00,30.20
2021-12-01,13:33:30.668310,88,50,62.00,30.20
2021-12-01,13:33:32.698919,89,50,62.00,30.20
2021-12-01,13:33:34.729563,88,48,62.00,30.20
2021-12-01,13:33:36.760265,89,51,62.00,30.20
2021-12-01,13:33:38.774930,89,51,62.00,30.20
2021-12-01,13:33:40.805631,85,53,62.00,30.20
2021-12-01,13:33:42.836369,89,49,62.00,30.20
2021-12-01,13:33:44.866840,85,52,62.00,30.20
2021-12-01,13:33:46.881699,85,54,62.00,30.20
2021-12-01,13:33:48.912392,85,53,62.00,30.20
2021-12-01,13:33:50.943035,89,49,62.00,30.20
2021-12-01,13:33:52.973780,86,52,62.00,30.20
2021-12-01,13:33:54.988595,89,53,62.00,30.20
2021-12-01,13:33:57.019241,84,54,62.00,30.20
2021-12-01,13:33:59.049849,89,49,62.00,30.20
2021-12-01,13:34:01.064640,86,51,63.00,30.20
2021-12-01,13:34:03.095285,84,54,62.00,30.20
2021-12-01,13:34:05.125977,86,53,63.00,30.20
2021-12-01,13:34:07.156646,89,51,63.00,30.20
2021-12-01,13:34:09.171369,88,53,63.00,30.20
2021-12-01,13:34:11.202035,89,51,63.00,30.20
2021-12-01,13:34:13.232557,85,53,63.00,30.20
2021-12-01,13:34:15.263324,88,54,63.00,30.20
2021-12-01,13:34:17.278100,87,51,63.00,30.20
2021-12-01,13:34:19.308828,88,49,63.00,30.20
2021-12-01,13:34:21.339398,87,50,63.00,30.20
2021-12-01,13:34:23.370041,86,53,63.00,30.20
2021-12-01,13:34:25.384798,89,50,63.00,30.20
2021-12-01,13:34:27.415476,89,53,63.00,30.20
2021-12-01,13:34:29.446136,89,49,63.00,30.20
2021-12-01,13:34:31.476815,89,49,63.00,30.20
2021-12-01,13:34:33.491702,86,53,63.00,30.20
2021-12-01,13:34:35.522374,87,52,63.00,30.20
2021-12-01,13:34:37.552954,89,52,63.00,30.20
2021-12-01,13:34:39.583615,86,54,63.00,30.20
2021-12-01,13:34:41.598281,86,53,63.00,30.20
2021-12-01,13:34:43.628909,89,52,63.00,30.20
2021-12-01,13:34:45.659471,85,54,63.00,30.20
2021-12-01,13:34:47.689991,88,54,63.00,30.20
2021-12-01,13:34:49.704757,87,48,63.00,30.20
2021-12-01,13:34:51.735376,89,52,63.00,30.20
2021-12-01,13:34:53.765986,89,51,63.00,30.20
2021-12-01,13:34:55.796542,89,52,63.00,30.20
2021-12-01,13:34:57.811262,86,54,63.00,30.20
2021-12-01,13:34:59.841788,86,52,63.00,30.20
2021-12-01,13:35:01.872410,89,51,63.00,30.20
2021-12-01,13:35:03.902869,86,52,63.00,30.20
2021-12-01,13:35:05.917602,87,50,63.00,30.20
2021-12-01,13:35:07.948178,89,49,63.00,30.20
2021-12-01,13:35:09.978822,85,50,63.00,30.10
2021-12-01,13:35:12.009452,86,52,63.00,30.20
2021-12-01,13:35:14.024275,89,52,63.00,30.20
2021-12-01,13:35:16.054935,89,52,63.00,30.20
2021-12-01,13:35:18.085587,88,51,63.00,30.20
2021-12-01,13:35:20.116237,89,50,63.00,30.10
2021-12-01,13:35:22.131052,89,52,63.00,30.20
2021-12-01,13:35:24.161681,86,53,63.00,30.20
2021-12-01,13:35:26.192561,88,51,63.00,30.20
2021-12-01,13:35:28.223126,89,49,63.00,30.20
2021-12-01,13:35:30.238044,86,50,63.00,30.20
2021-12-01,13:35:32.268667,86,51,63.00,30.20
2021-12-01,13:35:34.298861,86,54,63.00,30.20
2021-12-01,13:35:36.329155,85,54,63.00,30.20
2021-12-01,13:35:38.343635,87,54,63.00,30.10
2021-12-01,13:35:40.373826,88,53,63.00,30.10
2021-12-01,13:35:42.404154,89,52,63.00,30.10
2021-12-01,13:35:44.434465,85,54,63.00,30.20
2021-12-01,13:35:46.448982,88,52,63.00,30.20
2021-12-01,13:35:48.479343,86,54,63.00,30.10
2021-12-01,13:35:50.509644,90,49,63.00,30.10
2021-12-01,13:35:52.524101,85,53,63.00,30.10
2021-12-01,13:35:54.554447,86,54,63.00,30.10
2021-12-01,13:35:56.584735,88,49,63.00,30.20
2021-12-01,13:35:58.615086,87,48,63.00,30.10
2021-12-01,13:36:00.629545,87,53,63.00,30.10
2021-12-01,13:36:02.659806,85,54,63.00,30.10
2021-12-01,13:36:04.690214,89,49,63.00,30.10
2021-12-01,13:36:06.720623,89,49,63.00,30.10
2021-12-01,13:36:08.735096,85,54,63.00,30.10
2021-12-01,13:36:10.765410,89,53,63.00,30.10
2021-12-01,13:36:12.795904,85,53,63.00,30.10
2021-12-01,13:36:14.826220,89,53,63.00,30.10
2021-12-01,13:36:16.840549,88,53,63.00,30.10
2021-12-01,13:36:18.870860,89,52,63.00,30.20
2021-12-01,13:36:20.901160,88,53,63.00,30.10
2021-12-01,13:36:22.931389,86,52,63.00,30.20
2021-12-01,13:36:24.945860,87,54,63.00,30.20
2021-12-01,13:36:26.976156,86,53,63.00,30.20
2021-12-01,13:36:29.006622,89,51,63.00,30.10
2021-12-01,13:36:31.037076,85,54,63.00,30.10
2021-12-01,13:36:33.051469,87,51,63.00,30.20
2021-12-01,13:36:35.081787,89,49,63.00,30.20
2021-12-01,13:36:37.112066,89,50,63.00,30.20
2021-12-01,13:36:39.142253,88,49,63.00,30.20
2021-12-01,13:36:41.156898,89,51,63.00,30.20
2021-12-01,13:36:43.187225,89,50,63.00,30.20
2021-12-01,13:36:45.217552,86,54,63.00,30.20
2021-12-01,13:36:47.247703,89,50,63.00,30.20
2021-12-01,13:36:49.261992,86,52,63.00,30.20
2021-12-01,13:36:51.291965,86,52,63.00,30.20
2021-12-01,13:36:53.322079,85,50,63.00,30.20
2021-12-01,13:36:55.352292,89,53,63.00,30.10
2021-12-01,13:36:57.366710,85,52,63.00,30.20
2021-12-01,13:36:59.397131,85,54,63.00,30.20
2021-12-01,13:37:01.427397,88,49,63.00,30.20
2021-12-01,13:37:03.457834,89,49,63.00,30.20
2021-12-01,13:37:05.472286,86,52,63.00,30.10
2021-12-01,13:37:07.502655,89,49,63.00,30.10
2021-12-01,13:37:09.533028,85,52,63.00,30.10
2021-12-01,13:37:11.563387,89,53,63.00,30.10
2021-12-01,13:37:13.577987,85,54,63.00,30.20
2021-12-01,13:37:15.608360,85,54,63.00,30.20
2021-12-01,13:37:17.638674,89,52,63.00,30.20
2021-12-01,13:37:19.669089,89,50,63.00,30.10
2021-12-01,13:37:21.683443,87,51,63.00,30.10
2021-12-01,13:37:23.713861,86,53,63.00,30.10
2021-12-01,13:37:25.744224,87,53,63.00,30.10
2021-12-01,13:37:27.774612,85,54,63.00,30.10
2021-12-01,13:37:29.789074,88,50,63.00,30.10
2021-12-01,13:37:31.819499,88,51,63.00,30.20
2021-12-01,13:37:33.849701,85,54,63.00,30.20
2021-12-01,13:37:35.879806,84,53,63.00,30.10
2021-12-01,13:37:37.894203,87,53,63.00,30.10
2021-12-01,13:37:39.924609,85,53,63.00,30.10
2021-12-01,13:37:41.955141,89,49,63.00,30.10
2021-12-01,13:37:43.985540,89,51,63.00,30.20
2021-12-01,13:37:46.000480,85,53,63.00,30.10
2021-12-01,13:37:48.030355,89,49,63.00,30.20
2021-12-01,13:37:50.060704,86,54,63.00,30.10
2021-12-01,13:37:52.091202,89,52,63.00,30.10
2021-12-01,13:37:54.105728,85,54,63.00,30.10
2021-12-01,13:37:56.136117,85,52,63.00,30.10
2021-12-01,13:37:58.166327,87,53,63.00,30.10
2021-12-01,13:38:00.196189,89,50,63.00,30.20
2021-12-01,13:38:02.210442,85,53,63.00,30.10
2021-12-01,13:38:04.240841,88,52,63.00,30.10
2021-12-01,13:38:06.271214,87,50,63.00,30.10
2021-12-01,13:38:08.301492,87,49,63.00,30.20
2021-12-01,13:38:10.316109,87,53,63.00,30.20
2021-12-01,13:38:12.346419,84,52,63.00,30.10
2021-12-01,13:38:14.376487,84,53,63.00,30.20
2021-12-01,13:38:16.406664,84,53,63.00,30.20
2021-12-01,13:38:18.421291,84,53,63.00,30.10
2021-12-01,13:38:20.451552,84,53,63.00,30.10
2021-12-01,13:38:22.481886,88,48,63.00,30.20
2021-12-01,13:38:24.512220,85,53,63.00,30.20
2021-12-01,13:38:26.526633,85,51,63.00,30.20
2021-12-01,13:38:28.556859,87,52,63.00,30.20
2021-12-01,13:38:30.587297,84,53,63.00,30.20
2021-12-01,13:38:32.617647,85,53,63.00,30.20
2021-12-01,13:38:34.632316,85,52,63.00,30.20
2021-12-01,13:38:36.662677,87,48,63.00,30.20
2021-12-01,13:38:38.692776,87,48,63.00,30.20
2021-12-01,13:38:40.723054,87,51,63.00,30.20
2021-12-01,13:38:42.737246,84,51,63.00,30.20
2021-12-01,13:38:44.767189,84,53,63.00,30.30
2021-12-01,13:38:46.797431,83,53,63.00,30.20
2021-12-01,13:38:48.827869,84,53,63.00,30.30
2021-12-01,13:38:50.842343,84,52,63.00,30.30
2021-12-01,13:38:52.872720,83,52,63.00,30.30
2021-12-01,13:38:54.902768,87,49,63.00,30.30
2021-12-01,13:38:56.933115,87,48,63.00,30.30
2021-12-01,13:38:58.947530,87,50,63.00,30.30
2021-12-01,13:39:00.977841,83,53,63.00,30.30
2021-12-01,13:39:03.008300,88,48,63.00,30.30
2021-12-01,13:39:05.038524,86,50,63.00,30.30
2021-12-01,13:39:07.052853,87,49,63.00,30.30
2021-12-01,13:39:09.083018,85,50,63.00,30.30
2021-12-01,13:39:11.113184,84,53,63.00,30.30
2021-12-01,13:39:13.143374,83,52,63.00,30.30
2021-12-01,13:39:15.157808,87,48,63.00,30.30
2021-12-01,13:39:17.187954,84,53,63.00,30.30
2021-12-01,13:39:19.218113,84,52,63.00,30.30
2021-12-01,13:39:21.248146,86,53,63.00,30.30
2021-12-01,13:39:23.262538,84,53,63.00,30.30
2021-12-01,13:39:25.292626,85,53,63.00,30.30
2021-12-01,13:39:27.322941,83,51,63.00,30.30
2021-12-01,13:39:29.353192,87,50,63.00,30.40
2021-12-01,13:39:31.367643,87,48,63.00,30.40
2021-12-01,13:39:33.397819,87,48,63.00,30.40
2021-12-01,13:39:35.428002,86,53,63.00,30.40
2021-12-01,13:39:37.458427,85,48,63.00,30.40
2021-12-01,13:39:39.472882,86,53,63.00,30.40
2021-12-01,13:39:41.503230,83,52,63.00,30.40
2021-12-01,13:39:43.533286,86,53,63.00,30.40
2021-12-01,13:39:45.563700,84,52,63.00,30.40
2021-12-01,13:39:47.578135,88,53,63.00,30.40
2021-12-01,13:39:49.608395,87,48,63.00,30.40
2021-12-01,13:39:51.638474,88,50,63.00,30.40
2021-12-01,13:39:53.668682,87,51,63.00,30.40
2021-12-01,13:39:55.682936,85,53,63.00,30.40
2021-12-01,13:39:57.713202,87,49,63.00,30.40
2021-12-01,13:39:59.743449,88,51,63.00,30.40
2021-12-01,13:40:01.773772,85,49,63.00,30.50
2021-12-01,13:40:03.788019,86,53,63.00,30.50
2021-12-01,13:40:05.818369,88,49,63.00,30.50
2021-12-01,13:40:07.848774,88,52,63.00,30.50
2021-12-01,13:40:09.879068,83,50,63.00,30.50
2021-12-01,13:40:11.893694,84,52,63.00,30.50
2021-12-01,13:40:13.924133,84,52,64.00,30.50
2021-12-01,13:40:15.954606,83,52,64.00,30.50
2021-12-01,13:40:17.984926,84,50,64.00,30.50
2021-12-01,13:40:19.999384,85,53,64.00,30.50
2021-12-01,13:40:22.029666,86,53,64.00,30.50
2021-12-01,13:40:24.060017,88,52,64.00,30.50
2021-12-01,13:40:26.090283,86,49,64.00,30.50
2021-12-01,13:40:28.104863,85,52,64.00,30.50
2021-12-01,13:40:30.135239,84,50,64.00,30.50
2021-12-01,13:40:32.165649,84,52,64.00,30.50
2021-12-01,13:40:34.180239,86,48,64.00,30.60
2021-12-01,13:40:36.210583,86,53,64.00,30.60
2021-12-01,13:40:38.240943,84,52,64.00,30.60
2021-12-01,13:40:40.271205,88,51,64.00,30.60
2021-12-01,13:40:42.285675,85,48,64.00,30.60
2021-12-01,13:40:44.316118,88,52,64.00,30.60
2021-12-01,13:40:46.346306,84,49,64.00,30.60
2021-12-01,13:40:48.376785,86,53,64.00,30.60
2021-12-01,13:40:50.391366,86,52,64.00,30.60
2021-12-01,13:40:52.421758,84,51,64.00,30.60
2021-12-01,13:40:54.452112,88,53,64.00,30.60
2021-12-01,13:40:56.466838,86,48,64.00,30.60
2021-12-01,13:40:58.497266,86,54,64.00,30.60
2021-12-01,13:41:00.527633,84,52,64.00,30.60
2021-12-01,13:41:02.557947,85,49,64.00,30.60
2021-12-01,13:41:04.572448,88,53,64.00,30.60
2021-12-01,13:41:06.602733,88,50,64.00,30.60
2021-12-01,13:41:08.632912,88,49,64.00,30.60
2021-12-01,13:41:10.663263,88,53,64.00,30.60
2021-12-01,13:41:12.677788,85,51,64.00,30.60
2021-12-01,13:41:14.708057,88,53,64.00,30.60
2021-12-01,13:41:16.738186,85,52,64.00,30.60
2021-12-01,13:41:18.768358,88,53,64.00,30.60
2021-12-01,13:41:20.782816,88,51,64.00,30.60
2021-12-01,13:41:22.813320,84,50,64.00,30.60
2021-12-01,13:41:24.843775,86,49,64.00,30.70
2021-12-01,13:41:26.858391,87,51,64.00,30.70
2021-12-01,13:41:28.888774,87,52,64.00,30.70
2021-12-01,13:41:30.919259,87,49,64.00,30.70
2021-12-01,13:41:32.949792,87,53,64.00,30.70
2021-12-01,13:41:34.964248,85,54,64.00,30.70
2021-12-01,13:41:36.994478,87,53,64.00,30.70
2021-12-01,13:41:39.024941,88,48,64.00,30.70
2021-12-01,13:41:41.055247,85,51,64.00,30.70
2021-12-01,13:41:43.069752,87,54,64.00,30.70
2021-12-01,13:41:45.100145,85,53,64.00,30.70
2021-12-01,13:41:47.130393,88,48,64.00,30.70
2021-12-01,13:41:49.160685,88,48,64.00,30.70
2021-12-01,13:41:51.175125,85,53,64.00,30.80
2021-12-01,13:41:53.205473,88,53,64.00,30.80
2021-12-01,13:41:55.235855,88,53,64.00,30.80
2021-12-01,13:41:57.266328,88,54,64.00,30.80
2021-12-01,13:41:59.280955,89,49,64.00,30.80
2021-12-01,13:42:01.311302,87,54,64.00,30.80
2021-12-01,13:42:03.341658,87,52,64.00,30.80
2021-12-01,13:42:05.356178,85,51,64.00,30.80
2021-12-01,13:42:07.386631,88,51,64.00,30.80
2021-12-01,13:42:09.417141,85,51,64.00,30.80
2021-12-01,13:42:11.447694,85,50,64.00,30.80
2021-12-01,13:42:13.462357,88,53,64.00,30.80
2021-12-01,13:42:15.492747,85,50,64.00,30.80
2021-12-01,13:42:17.523144,88,54,64.00,30.80
2021-12-01,13:42:19.553620,85,49,64.00,30.80
2021-12-01,13:42:21.568080,88,49,64.00,30.80
2021-12-01,13:42:23.598605,86,49,64.00,30.80
2021-12-01,13:42:25.629062,89,53,64.00,30.80
2021-12-01,13:42:27.643592,89,51,64.00,30.80
2021-12-01,13:42:29.674053,89,54,64.00,30.80
2021-12-01,13:42:31.704562,88,50,64.00,30.80
2021-12-01,13:42:33.735077,85,49,64.00,30.80
2021-12-01,13:42:35.749621,89,54,64.00,30.80
2021-12-01,13:42:37.780226,89,54,64.00,30.80
2021-12-01,13:42:39.810753,88,53,64.00,30.80
2021-12-01,13:42:41.841310,88,49,64.00,30.80
2021-12-01,13:42:43.855871,89,51,64.00,30.80
2021-12-01,13:42:45.886241,88,51,64.00,30.80
2021-12-01,13:42:47.916767,87,53,64.00,30.80
2021-12-01,13:42:49.931486,87,49,64.00,30.80
2021-12-01,13:42:51.962033,85,53,64.00,30.80
2021-12-01,13:42:53.992380,89,53,64.00,30.80
2021-12-01,13:42:56.022787,89,50,64.00,30.80
2021-12-01,13:42:58.037390,87,51,64.00,30.80
2021-12-01,13:43:00.067830,89,54,64.00,30.80
2021-12-01,13:43:02.098348,89,54,64.00,30.80
2021-12-01,13:43:04.113083,89,54,64.00,30.80
2021-12-01,13:43:06.143702,86,52,64.00,30.80
2021-12-01,13:43:08.174069,85,49,64.00,30.80
2021-12-01,13:43:10.204656,87,50,64.00,30.80
2021-12-01,13:43:12.219155,89,54,64.00,30.80
2021-12-01,13:43:14.249729,89,53,64.00,30.80
2021-12-01,13:43:16.280234,89,53,64.00,30.90
2021-12-01,13:43:18.310838,89,54,65.00,30.90
2021-12-01,13:43:20.325533,85,49,65.00,30.90
2021-12-01,13:43:22.356051,89,54,65.00,30.90
2021-12-01,13:43:24.386522,88,50,65.00,30.90
2021-12-01,13:43:26.401236,87,50,65.00,30.90
2021-12-01,13:43:28.431594,88,53,65.00,31.00
2021-12-01,13:43:30.462160,89,52,65.00,31.00
2021-12-01,13:43:32.492619,85,50,65.00,31.00
2021-12-01,13:43:34.507233,86,49,65.00,31.00
2021-12-01,13:43:36.537761,88,53,65.00,31.00
2021-12-01,13:43:38.568307,89,53,65.00,31.00
2021-12-01,13:43:40.598854,88,53,65.00,31.00
2021-12-01,13:43:42.613551,87,50,65.00,31.00
2021-12-01,13:43:44.644066,87,50,65.00,31.00
2021-12-01,13:43:46.674641,88,52,65.00,31.00
2021-12-01,13:43:48.689331,89,52,64.00,31.00
2021-12-01,13:43:50.719892,89,54,64.00,31.00
2021-12-01,13:43:52.750399,85,49,65.00,31.00
2021-12-01,13:43:54.780976,88,53,64.00,31.00
2021-12-01,13:43:56.795676,89,54,64.00,31.00
2021-12-01,13:43:58.826207,85,49,64.00,31.00
2021-12-01,13:44:00.856780,89,54,64.00,31.00
2021-12-01,13:44:02.871612,86,49,64.00,31.00
2021-12-01,13:44:04.902059,88,53,64.00,31.00
2021-12-01,13:44:06.932616,86,51,64.00,31.00
2021-12-01,13:44:08.963138,85,50,64.00,31.00
2021-12-01,13:44:10.977704,86,49,64.00,31.00
2021-12-01,13:44:13.008336,87,51,64.00,31.00
2021-12-01,13:44:15.038878,86,53,64.00,31.00
2021-12-01,13:44:17.069439,87,53,64.00,31.00
2021-12-01,13:44:19.084082,88,52,64.00,31.00
2021-12-01,13:44:21.114613,90,54,64.00,31.00
2021-12-01,13:44:23.145076,85,49,64.00,31.00
2021-12-01,13:44:25.175606,85,49,64.00,31.00
2021-12-01,13:44:27.190372,87,50,64.00,31.00
2021-12-01,13:44:29.220933,88,54,64.00,31.00
2021-12-01,13:44:31.251440,89,53,64.00,31.00
2021-12-01,13:44:33.266177,89,54,64.00,31.00
2021-12-01,13:44:35.296733,89,53,64.00,31.00
2021-12-01,13:44:37.327173,87,53,64.00,31.00
2021-12-01,13:44:39.357738,85,50,64.00,31.00
2021-12-01,13:44:41.372318,90,54,64.00,31.00
2021-12-01,13:44:43.402949,86,51,64.00,31.00
2021-12-01,13:44:45.433432,86,51,64.00,31.00
2021-12-01,13:44:47.463929,88,53,65.00,31.00
2021-12-01,13:44:49.478622,90,54,65.00,31.00
2021-12-01,13:44:51.509128,90,54,65.00,31.00
2021-12-01,13:44:53.539643,88,54,65.00,31.00
2021-12-01,13:44:55.554378,86,51,65.00,31.00
2021-12-01,13:44:57.584743,86,52,65.00,31.00
2021-12-01,13:44:59.615286,85,51,65.00,31.00
2021-12-01,13:45:01.645923,90,53,65.00,31.00
2021-12-01,13:45:03.660513,90,54,65.00,31.00
2021-12-01,13:45:05.691050,88,52,65.00,31.00
2021-12-01,13:45:07.721591,87,51,65.00,31.00
2021-12-01,13:45:09.736257,89,54,65.00,31.00
2021-12-01,13:45:11.766935,89,53,65.00,31.00
2021-12-01,13:45:13.797562,87,52,65.00,31.00
2021-12-01,13:45:15.828099,88,53,65.00,31.00
